ticker,close,date,high,low,month,open,volume,year,day,Daily_Return,Cummulative_return
BAJAJ-AUTO,5347.3,2023-10-25,5423.95,5332.3,10,5385.0,620266,2023,25,-0.010748510748510687,0.06595301458202485
BAJAJ-AUTO,5259.35,2023-10-26,5347.45,5236.0,10,5333.85,746266,2023,26,-0.01644755297065803,0.04842069591045428
BAJAJ-AUTO,5373.55,2023-10-27,5423.7,5265.0,10,5265.0,843465,2023,27,0.02171370986909027,0.07118579872220354
BAJAJ-AUTO,5308.9,2023-10-30,5397.75,5275.0,10,5388.0,360967,2023,30,-0.012031152590001093,0.05829819892553445
BAJAJ-AUTO,5314.05,2023-10-31,5366.15,5292.6,10,5340.0,400987,2023,31,0.000970069129198281,0.05932482133779815
BAJAJ-AUTO,5344.35,2023-11-01,5449.5,5305.0,11,5305.0,619765,2023,1,0.005701865808564133,0.06536494931674741
BAJAJ-AUTO,5318.4,2023-11-02,5392.85,5285.0,11,5383.9,304362,2023,2,-0.00485559516124523,0.060191968423884745
BAJAJ-AUTO,5368.95,2023-11-03,5377.05,5316.6,11,5357.0,448715,2023,3,0.009504738267148038,0.07026881559668618
BAJAJ-AUTO,5406.85,2023-11-06,5427.5,5377.1,11,5380.0,394137,2023,6,0.007059108391771263,0.07782395917431595
BAJAJ-AUTO,5419.0,2023-11-07,5445.0,5405.3,11,5406.85,202689,2023,7,0.0022471494493097044,0.08024599069062721
BAJAJ-AUTO,5397.6,2023-11-08,5435.25,5381.25,11,5434.0,202145,2023,8,-0.003949068093744179,0.07598002571539575
BAJAJ-AUTO,5418.9,2023-11-09,5455.0,5382.15,11,5421.8,232773,2023,9,0.003946198310359916,0.0802260562748549
BAJAJ-AUTO,5392.05,2023-11-10,5427.05,5349.05,11,5409.95,149325,2023,10,-0.00495488014172607,0.0748736656400435
BAJAJ-AUTO,5442.55,2023-11-12,5455.0,5358.6,11,5425.0,29055,2023,12,0.009365640155414079,0.084940545604959
BAJAJ-AUTO,5425.2,2023-11-13,5439.8,5395.55,11,5435.0,93497,2023,13,-0.003187843933450396,0.08148192446849789
BAJAJ-AUTO,5536.7,2023-11-15,5555.0,5461.1,11,5525.0,640468,2023,15,0.02055223770552228,0.10370879805440025
BAJAJ-AUTO,5550.9,2023-11-16,5583.3,5496.95,11,5520.0,324712,2023,16,0.002564704607437518,0.10653948509403977
BAJAJ-AUTO,5631.5,2023-11-17,5674.95,5479.35,11,5556.9,531539,2023,17,0.014520167900700764,0.12260662420636015
BAJAJ-AUTO,5650.15,2023-11-20,5675.95,5606.0,11,5610.05,679425,2023,20,0.00331172866909335,0.12632439274785856
BAJAJ-AUTO,5685.95,2023-11-21,5707.35,5640.0,11,5640.5,746193,2023,21,0.006336114970399098,0.13346091359427392
BAJAJ-AUTO,5751.55,2023-11-22,5764.9,5661.3,11,5680.0,497403,2023,22,0.011537210140785792,0.14653789034077813
BAJAJ-AUTO,5925.25,2023-11-23,5945.0,5783.1,11,5800.0,1118718,2023,23,0.030200554633098786,0.18116397053693256
BAJAJ-AUTO,5930.3,2023-11-24,5960.0,5900.0,11,5940.0,297211,2023,24,0.0008522847137251155,0.18217065853342396
BAJAJ-AUTO,5998.15,2023-11-28,6039.65,5912.0,11,5969.8,380535,2023,28,0.0114412424329291,0.19569615963480036
BAJAJ-AUTO,6069.95,2023-11-29,6096.4,5973.3,11,6010.0,406974,2023,29,0.011970357526904118,0.21000907015917525
BAJAJ-AUTO,6090.55,2023-11-30,6128.9,6031.0,11,6095.0,501833,2023,30,0.0033937676587121324,0.21411555980822983
BAJAJ-AUTO,6046.05,2023-12-01,6090.0,6003.3,12,6050.0,439023,2023,1,-0.007306400899754539,0.20524474478964105
BAJAJ-AUTO,6201.7,2023-12-04,6217.7,6087.45,12,6090.55,359158,2023,4,0.02574408084617219,0.2362726629389298
BAJAJ-AUTO,6140.1,2023-12-05,6194.05,6111.1,12,6194.05,565826,2023,5,-0.009932760372155958,0.22399306282331022
BAJAJ-AUTO,6069.95,2023-12-06,6096.0,5987.85,12,6089.05,699201,2023,6,-0.011424895360010456,0.21000907015917525
BAJAJ-AUTO,6093.6,2023-12-07,6154.45,6063.1,12,6069.95,427407,2023,7,0.0038962429674049837,0.21472355948927913
BAJAJ-AUTO,6075.7,2023-12-08,6120.0,6048.05,12,6115.0,233266,2023,8,-0.0029375082053302304,0.21115529906607144
BAJAJ-AUTO,6138.4,2023-12-11,6145.0,6018.3,12,6085.0,175955,2023,11,0.010319798541731817,0.22365417775518415
BAJAJ-AUTO,6254.2,2023-12-12,6299.95,6149.95,12,6164.0,810900,2023,12,0.018864850775446307,0.24673823121928717
BAJAJ-AUTO,6316.1,2023-12-13,6329.0,6224.35,12,6259.9,373989,2023,13,0.009897348981484422,0.259077634582223
BAJAJ-AUTO,6334.85,2023-12-14,6360.0,6284.2,12,6325.0,419212,2023,14,0.0029686040436345262,0.2628153375394935
BAJAJ-AUTO,6275.2,2023-12-15,6402.1,6256.15,12,6368.95,553522,2023,15,-0.009416166128637715,0.25092445853142986
BAJAJ-AUTO,6465.7,2023-12-18,6486.75,6262.15,12,6275.2,851061,2023,18,0.030357598164201915,0.28889952057729884
BAJAJ-AUTO,6419.0,2023-12-19,6470.25,6395.9,12,6470.0,377109,2023,19,-0.007222729170855424,0.2795901484117236
BAJAJ-AUTO,6364.45,2023-12-20,6466.0,6350.0,12,6434.0,385863,2023,20,-0.008498208443682875,0.2687159246080377
BAJAJ-AUTO,6246.35,2023-12-21,6345.0,6232.0,12,6333.2,397717,2023,21,-0.018556198885999464,0.24517337958117635
BAJAJ-AUTO,6372.1,2023-12-22,6395.0,6264.25,12,6288.0,237213,2023,22,0.0201317569460564,0.27024090741460416
BAJAJ-AUTO,6464.55,2023-12-26,6475.0,6370.05,12,6379.85,302139,2023,26,0.014508560757050315,0.28867027479591956
BAJAJ-AUTO,6709.65,2023-12-27,6740.25,6465.2,12,6470.0,1017894,2023,27,0.03791447200501197,0.33752952785336054
BAJAJ-AUTO,6703.3,2023-12-28,6738.65,6666.0,12,6709.65,406228,2023,28,-0.0009463980982613585,0.33626369245183163
BAJAJ-AUTO,6797.25,2023-12-29,6833.95,6666.0,12,6729.95,345626,2023,29,0.014015484910417264,0.3549920760697287
BAJAJ-AUTO,6701.1,2024-01-01,6795.5,6682.05,1,6770.0,253274,2024,1,-0.014145426459229782,0.33582513530484537
BAJAJ-AUTO,6665.05,2024-01-02,6736.8,6560.95,1,6711.0,361379,2024,2,-0.005379713778334905,0.3286387784189999
BAJAJ-AUTO,6986.5,2024-01-03,7059.85,6604.0,1,6644.05,1256275,2024,3,0.04822919557992811,0.39271795791844655
BAJAJ-AUTO,6922.15,2024-01-04,7028.95,6887.0,1,7025.0,619987,2024,4,-0.009210620482358878,0.3798901613690939
BAJAJ-AUTO,6978.5,2024-01-05,7084.0,6920.5,1,6950.0,659306,2024,5,0.008140534371546382,0.3911232046566777
BAJAJ-AUTO,6983.85,2024-01-08,7049.85,6961.5,1,7018.95,312733,2024,8,0.0007666403955004508,0.3921896959004856
BAJAJ-AUTO,7093.9,2024-01-09,7399.0,7075.9,1,7341.0,2125908,2024,9,0.01575778403029826,0.41412752045769197
BAJAJ-AUTO,7053.75,2024-01-10,7139.95,7020.0,1,7125.0,721432,2024,10,-0.005659792215847337,0.40612385252519
BAJAJ-AUTO,7298.85,2024-01-11,7324.9,7075.0,1,7090.0,1031594,2024,11,0.03474747474747475,0.454983105582631
BAJAJ-AUTO,7301.95,2024-01-12,7360.95,7252.0,1,7360.0,434753,2024,12,0.00042472444289165523,0.45560107247156645
BAJAJ-AUTO,7332.1,2024-01-15,7419.0,7304.05,1,7364.0,440410,2024,15,0.00412903402515763,0.4616112988268575
BAJAJ-AUTO,7293.95,2024-01-16,7356.15,7244.0,1,7339.0,272181,2024,16,-0.005203147802130381,0.4540063192097976
BAJAJ-AUTO,7165.95,2024-01-17,7210.0,7081.0,1,7112.0,619338,2024,17,-0.01754879043590918,0.4284902670214972
BAJAJ-AUTO,7083.6,2024-01-18,7189.25,7071.15,1,7148.0,557084,2024,18,-0.011491846859104426,0.412074275633165
BAJAJ-AUTO,7136.55,2024-01-19,7180.0,7105.0,1,7138.8,327976,2024,19,0.007475012705403961,0.4226295487844971
BAJAJ-AUTO,7095.15,2024-01-20,7189.0,7050.0,1,7170.0,91479,2024,20,-0.005801122391071445,0.41437670065484355
BAJAJ-AUTO,7095.9,2024-01-23,7210.0,6936.55,1,7075.0,953921,2024,23,0.00010570601044368466,0.4145262087731343
BAJAJ-AUTO,7212.85,2024-01-24,7237.0,7028.2,1,7075.1,467134,2024,24,0.016481348384278283,0.4378395080186166
BAJAJ-AUTO,7597.5,2024-01-25,7625.15,7210.0,1,7360.0,2065788,2024,25,0.053328434668681535,0.5145172382860366
BAJAJ-AUTO,7548.8,2024-01-29,7640.0,7480.0,1,7594.0,457853,2024,29,-0.006410003290556077,0.5048091778050192
BAJAJ-AUTO,7566.4,2024-01-30,7660.0,7543.65,1,7574.9,266287,2024,30,0.00233149639677821,0.5083176349809104
BAJAJ-AUTO,7667.55,2024-01-31,7686.0,7515.1,1,7566.4,336874,2024,31,0.013368312539649096,0.5284812965343997
BAJAJ-AUTO,7655.75,2024-02-01,7765.0,7636.35,2,7680.0,394564,2024,1,-0.0015389531206186913,0.5261290354732908
BAJAJ-AUTO,7738.2,2024-02-02,7797.5,7665.6,2,7675.0,197720,2024,2,0.010769682918068124,0.5425649612773953
BAJAJ-AUTO,7658.25,2024-02-05,7838.0,7633.5,2,7800.0,252401,2024,5,-0.010331860122509084,0.5266273958675936
BAJAJ-AUTO,7720.4,2024-02-06,7747.7,7670.6,2,7675.0,131992,2024,6,0.008115431071067158,0.5390166352699597
BAJAJ-AUTO,7701.9,2024-02-07,7777.8,7665.6,2,7745.0,159783,2024,7,-0.002396248899020792,0.5353287683521193
BAJAJ-AUTO,7757.25,2024-02-08,7783.45,7668.15,2,7729.0,282537,2024,8,0.007186538386631858,0.546362467481982
BAJAJ-AUTO,7784.85,2024-02-09,7790.5,7669.0,2,7778.8,173555,2024,9,0.003557961906603513,0.5518643662350844
BAJAJ-AUTO,7829.95,2024-02-12,7874.2,7766.05,2,7775.0,219911,2024,12,0.005793303660314608,0.5608547877483059
BAJAJ-AUTO,7917.4,2024-02-13,7935.15,7811.95,2,7830.0,258767,2024,13,0.011168653695106556,0.5782874343410158
BAJAJ-AUTO,8083.3,2024-02-14,8136.85,7880.0,2,7899.0,513900,2024,14,0.02095384848561399,0.6113586301069458
BAJAJ-AUTO,8123.05,2024-02-15,8156.85,8045.3,2,8120.6,394525,2024,15,0.004917546051736332,0.6192825603763594
BAJAJ-AUTO,8325.05,2024-02-16,8455.45,8137.1,2,8185.85,938756,2024,16,0.024867506663137418,0.6595500802360208
BAJAJ-AUTO,8509.7,2024-02-19,8650.0,8361.1,2,8400.0,1044959,2024,19,0.022180046966685074,0.6963589789592217
BAJAJ-AUTO,8295.2,2024-02-20,8505.0,8238.7,2,8505.0,547082,2024,20,-0.025206529019824453,0.6535996571280462
BAJAJ-AUTO,8232.25,2024-02-21,8376.85,8205.0,2,8300.0,439817,2024,21,-0.007588726010222868,0.641050942399503
BAJAJ-AUTO,8498.45,2024-02-22,8550.0,8220.0,2,8260.0,548486,2024,22,0.032336238573901444,0.6941163571848592
BAJAJ-AUTO,8436.95,2024-02-23,8531.0,8401.05,2,8497.5,340749,2024,23,-0.007236613735445929,0.6818566914850117
BAJAJ-AUTO,8448.0,2024-02-26,8547.95,8375.0,2,8458.8,345968,2024,26,0.0013097150036445182,0.6840594444278296
BAJAJ-AUTO,8463.5,2024-02-27,8490.0,8383.5,2,8460.0,392445,2024,27,0.0018347537878788955,0.6871492788725069
BAJAJ-AUTO,8188.65,2024-02-28,8486.65,8071.85,2,8470.0,537728,2024,28,-0.03247474449104981,0.6323595371228632
BAJAJ-AUTO,7909.35,2024-02-29,8143.5,7890.0,2,7997.4,1042536,2024,29,-0.03410818633108015,0.5766827138713608
BAJAJ-AUTO,8040.05,2024-03-01,8094.0,7945.3,3,7955.0,399007,2024,1,0.016524746028434567,0.602736995285508
BAJAJ-AUTO,8041.3,2024-03-02,8150.1,7989.15,3,8079.9,14968,2024,2,0.00015547166995233397,0.6029861754826593
BAJAJ-AUTO,8207.3,2024-03-04,8225.0,8046.65,3,8068.75,410053,2024,4,0.020643428301393874,0.6360773056643612
BAJAJ-AUTO,8351.75,2024-03-05,8388.0,8160.05,3,8160.05,615117,2024,5,0.017600185200979723,0.6648725692471738
BAJAJ-AUTO,8605.8,2024-03-06,8681.15,8364.0,3,8369.7,959543,2024,6,0.03041877450833641,0.7155159525162182
BAJAJ-AUTO,8879.05,2024-03-07,8972.85,8500.05,3,8638.0,1243547,2024,7,0.031751841781124446,0.7699867436135082
BAJAJ-AUTO,8659.4,2024-03-11,9025.0,8630.0,3,9023.45,631957,2024,11,-0.024738006881366736,0.7262007993700692
BAJAJ-AUTO,8527.7,2024-03-12,8699.95,8475.25,3,8636.95,324864,2024,12,-0.015208905928817074,0.699947173798201
BAJAJ-AUTO,8384.9,2024-03-13,8617.2,8296.95,3,8527.7,430048,2024,13,-0.016745429600009465,0.6714808280756281
BAJAJ-AUTO,8383.55,2024-03-14,8400.0,8202.05,3,8330.5,392634,2024,14,-0.0001610037090484795,0.6712117134627045
BAJAJ-AUTO,8350.7,2024-03-15,8432.1,8110.0,3,8384.8,676870,2024,15,-0.003918387795146305,0.6646632578815668
BAJAJ-AUTO,8521.8,2024-03-18,8547.15,8294.2,3,8343.0,367524,2024,18,0.020489300298178525,0.6987710432676464
BAJAJ-AUTO,8640.2,2024-03-19,8687.9,8442.55,3,8500.0,673456,2024,19,0.013893778309747029,0.7223733915418247
BAJAJ-AUTO,8635.6,2024-03-20,8784.0,8562.0,3,8640.0,790885,2024,20,-0.0005323950834471569,0.7214564084163075
BAJAJ-AUTO,8750.6,2024-03-21,8770.0,8585.0,3,8608.2,720691,2024,21,0.013316966973921929,0.7443809865542337
BAJAJ-AUTO,8945.25,2024-03-22,9050.0,8682.0,3,8700.05,851210,2024,22,0.022244188969899215,0.7831833268546453
BAJAJ-AUTO,8960.55,2024-03-26,9020.0,8851.05,3,8945.25,534067,2024,26,0.0017104049635281449,0.7862332924677782
BAJAJ-AUTO,9162.5,2024-03-27,9287.8,8926.7,3,8959.0,1034030,2024,27,0.022537679048719284,0.8264908451195541
BAJAJ-AUTO,9148.15,2024-03-28,9243.6,8980.05,3,9162.5,847202,2024,28,-0.0015661664392906394,0.8236302564562563
BAJAJ-AUTO,9042.15,2024-04-01,9211.6,9013.1,4,9194.8,419820,2024,1,-0.011587042188857866,0.80249977573782
BAJAJ-AUTO,9276.1,2024-04-02,9357.95,9139.5,4,9150.0,803845,2024,2,0.025873271290566935,0.8491363414366708
BAJAJ-AUTO,9080.45,2024-04-03,9248.95,9065.2,4,9248.95,453210,2024,3,-0.021091838164745913,0.8101346569785381
BAJAJ-AUTO,9146.15,2024-04-04,9181.75,8988.05,4,9139.0,617929,2024,4,0.007235324240538521,0.8232315681408138
BAJAJ-AUTO,9009.5,2024-04-05,9130.0,9000.5,4,9130.0,356305,2024,5,-0.014940712758920394,0.7959911889882259
BAJAJ-AUTO,9030.5,2024-04-08,9090.0,8951.3,4,9049.0,376197,2024,8,0.002330872967423181,0.8001774163003688
BAJAJ-AUTO,8978.9,2024-04-09,9132.7,8936.4,4,9090.0,237944,2024,9,-0.005713969326172408,0.7898912577619601
BAJAJ-AUTO,9005.55,2024-04-10,9049.8,8901.35,4,9034.8,319824,2024,10,0.0029680695853611105,0.7952037795652271
BAJAJ-AUTO,9064.85,2024-04-12,9119.0,8930.0,4,8949.05,480474,2024,12,0.0065848282448046636,0.8070248881180884
BAJAJ-AUTO,8997.05,2024-04-15,9177.7,8945.0,4,9059.1,386707,2024,15,-0.007479439814227606,0.7935093542245977
BAJAJ-AUTO,8919.15,2024-04-16,9029.45,8784.1,4,8948.0,487529,2024,16,-0.008658393584563773,0.7779804443381244
BAJAJ-AUTO,9021.3,2024-04-18,9129.0,8950.0,4,8967.9,819240,2024,18,0.011452885084340947,0.7983434500493345
BAJAJ-AUTO,8804.5,2024-04-19,9090.0,8700.05,4,9075.05,1385007,2024,19,-0.02403201312449421,0.7551256366554007
BAJAJ-AUTO,8795.75,2024-04-22,8884.0,8745.0,4,8884.0,323734,2024,22,-0.0009938099835311576,0.7533813752753411
BAJAJ-AUTO,8795.8,2024-04-23,8861.5,8761.0,4,8845.0,295346,2024,23,5.6845635676427975e-06,0.7533913424832273
BAJAJ-AUTO,8697.1,2024-04-24,8869.0,8680.0,4,8819.9,319824,2024,24,-0.011221264694513122,0.7337160741161552
BAJAJ-AUTO,8734.9,2024-04-25,8770.0,8641.4,4,8697.0,524667,2024,25,0.004346276344988409,0.7412512832780125
BAJAJ-AUTO,8974.3,2024-04-26,8994.95,8734.55,4,8747.3,521344,2024,26,0.027407297164249167,0.7889742746364432
BAJAJ-AUTO,8760.1,2024-04-29,8989.8,8729.0,4,8974.3,299443,2024,29,-0.02386815684788779,0.7462747560525842
BAJAJ-AUTO,8903.65,2024-04-30,8966.0,8795.0,4,8799.4,360403,2024,30,0.016386799237451566,0.7748906098934476
BAJAJ-AUTO,9110.65,2024-05-02,9146.45,8826.1,5,8944.0,638239,2024,2,0.02324889230821059,0.8161548505417147
BAJAJ-AUTO,9105.6,2024-05-03,9258.6,9064.35,5,9170.0,396042,2024,3,-0.0005542963454856498,0.8151481625452233
BAJAJ-AUTO,9052.55,2024-05-06,9185.75,8810.55,5,9120.0,458431,2024,6,-0.0058260850465648995,0.8045729549781189
BAJAJ-AUTO,8677.9,2024-05-07,9074.95,8642.55,5,9055.15,588285,2024,7,-0.04138612877034642,0.7298886662879098
BAJAJ-AUTO,8749.4,2024-05-08,8785.35,8592.8,5,8651.0,451581,2024,8,0.008239320572949627,0.7441417735649682
BAJAJ-AUTO,8846.85,2024-05-09,9007.45,8786.35,5,8800.0,645689,2024,9,0.0111379065993098,0.7635678617348893
BAJAJ-AUTO,8981.8,2024-05-10,9047.95,8906.5,5,8950.0,482797,2024,10,0.015254016966490758,0.7904693558193512
BAJAJ-AUTO,8992.3,2024-05-13,9025.0,8870.5,5,9022.9,435605,2024,13,0.001169030706539953,0.7925624694754227
BAJAJ-AUTO,9065.25,2024-05-14,9089.0,8882.75,5,8952.25,408162,2024,14,0.008112496246788892,0.8071046257811767
BAJAJ-AUTO,8903.15,2024-05-15,9125.0,8877.35,5,9069.0,274392,2024,15,-0.01788147045034616,0.7747909378145867
BAJAJ-AUTO,8871.85,2024-05-16,8955.55,8710.0,5,8950.0,680474,2024,16,-0.0035156096437777284,0.7685514656779164
BAJAJ-AUTO,8780.7,2024-05-17,8958.35,8765.5,5,8891.0,323961,2024,17,-0.010274069106217976,0.7503812457016383
BAJAJ-AUTO,8813.85,2024-05-18,8841.5,8780.0,5,8815.0,20151,2024,18,0.0037753254296353234,0.7569895045300925
BAJAJ-AUTO,8820.7,2024-05-21,8860.0,8775.0,5,8775.0,417798,2024,21,0.0007771859062726261,0.7583550120104823
BAJAJ-AUTO,8805.55,2024-05-22,8850.0,8736.0,5,8850.0,302838,2024,22,-0.0017175507612776642,0.7553349480210072
BAJAJ-AUTO,8963.45,2024-05-23,8985.0,8751.2,5,8850.0,731514,2024,23,0.017931872512222613,0.7868113905251688
BAJAJ-AUTO,8948.2,2024-05-24,9024.0,8870.1,5,8980.0,455920,2024,24,-0.0017013538313930265,0.7837713921199221
BAJAJ-AUTO,8998.7,2024-05-27,9069.45,8881.7,5,9002.0,301747,2024,27,0.005643593124874169,0.7938382720848374
BAJAJ-AUTO,8989.75,2024-05-28,9022.25,8916.2,5,8998.7,259094,2024,28,-0.0009945881071711238,0.7920541418732334
BAJAJ-AUTO,9070.2,2024-05-29,9139.45,8902.75,5,8950.0,339934,2024,29,0.008949080897689088,0.8080913793618958
BAJAJ-AUTO,8968.5,2024-05-30,9128.9,8927.6,5,9068.0,305109,2024,30,-0.01121254217106582,0.78781807852166
BAJAJ-AUTO,9084.75,2024-05-31,9125.5,8923.0,5,8990.0,560005,2024,31,0.012962033784913896,0.8109918368567375
BAJAJ-AUTO,9335.45,2024-06-03,9444.0,9122.55,6,9180.0,438422,2024,3,0.027595696084097066,0.8609674171974167
BAJAJ-AUTO,9246.75,2024-06-04,9372.85,8808.0,6,9227.0,738601,2024,4,-0.009501416643011407,0.8432855904075551
BAJAJ-AUTO,9602.25,2024-06-05,9679.0,9176.0,6,9241.0,489543,2024,5,0.03844594046556904,0.9141524384774053
BAJAJ-AUTO,9701.45,2024-06-06,9740.0,9454.0,6,9595.3,570095,2024,6,0.010330912025827255,0.9339273789233382
BAJAJ-AUTO,9725.55,2024-06-07,9740.1,9615.0,6,9643.6,246783,2024,7,0.002484164738260519,0.9387315731244161
BAJAJ-AUTO,9733.05,2024-06-10,9924.0,9681.5,6,9779.0,201452,2024,10,0.0007711646127983585,0.9402266543073245
BAJAJ-AUTO,9812.7,2024-06-11,9900.0,9700.1,6,9740.0,457442,2024,11,0.008183457395164018,0.9561044164698103
BAJAJ-AUTO,9904.25,2024-06-12,9944.0,9795.7,6,9854.0,277175,2024,12,0.009329746145301465,0.9743543741091767
BAJAJ-AUTO,9923.4,2024-06-13,9940.0,9825.25,6,9904.0,277783,2024,13,0.001933513390716124,0.9781718147295357
BAJAJ-AUTO,9961.75,2024-06-14,9995.0,9813.05,6,9826.0,320933,2024,14,0.003864602857891475,0.9858166631781398
BAJAJ-AUTO,9918.2,2024-06-18,10038.8,9908.0,6,9922.0,206100,2024,18,-0.004371721836022746,0.9771352251093861
BAJAJ-AUTO,9685.8,2024-06-19,9948.0,9670.0,6,9939.5,279789,2024,19,-0.023431671069347404,0.930807642855003
BAJAJ-AUTO,9632.0,2024-06-20,9735.9,9565.0,6,9692.0,324597,2024,20,-0.005554523116314547,0.920082927169608
BAJAJ-AUTO,9602.25,2024-06-21,9728.95,9571.1,6,9675.0,334018,2024,21,-0.0030886627906976383,0.9141524384774056
BAJAJ-AUTO,9745.25,2024-06-24,9758.95,9510.55,6,9580.0,283754,2024,24,0.014892342940456604,0.9426586530315224
BAJAJ-AUTO,9659.95,2024-06-25,9825.0,9645.0,6,9755.0,282048,2024,25,-0.008752982222108185,0.9256545963779128
BAJAJ-AUTO,9474.65,2024-06-26,9660.3,9441.5,6,9659.9,431217,2024,26,-0.019182293904212888,0.8887161239521932
BAJAJ-AUTO,9417.45,2024-06-27,9564.65,9365.65,6,9564.65,637626,2024,27,-0.006037162322618639,0.8773136381305466
BAJAJ-AUTO,9501.65,2024-06-28,9523.7,9382.25,6,9465.0,237516,2024,28,0.00894084916829918,0.8940984162106629
BAJAJ-AUTO,9532.4,2024-07-01,9693.95,9505.0,7,9505.0,289355,2024,1,0.003236280014523807,0.9002282490605866
BAJAJ-AUTO,9401.25,2024-07-02,9532.4,9381.1,7,9520.0,287884,2024,2,-0.013758339977340439,0.8740842627754648
BAJAJ-AUTO,9422.4,2024-07-03,9554.95,9384.6,7,9474.0,318120,2024,3,0.0022497008376545224,0.878300391711266
BAJAJ-AUTO,9460.85,2024-07-04,9499.0,9420.35,7,9479.9,234656,2024,4,0.004080701307522583,0.8859651745756423
BAJAJ-AUTO,9635.8,2024-07-05,9660.0,9493.3,7,9522.0,608628,2024,5,0.018491995962307772,0.9208404349689481
BAJAJ-AUTO,9529.4,2024-07-08,9666.15,9470.0,7,9640.0,316215,2024,8,-0.01104215529587571,0.8996302165874235
BAJAJ-AUTO,9534.1,2024-07-09,9565.0,9481.2,7,9565.0,262913,2024,9,0.0004932104854451502,0.9005671341287129
BAJAJ-AUTO,9542.45,2024-07-10,9650.0,9451.95,7,9550.0,239607,2024,10,0.0008758036941085567,0.9022316578456842
BAJAJ-AUTO,9466.8,2024-07-11,9569.5,9383.0,7,9542.45,294900,2024,11,-0.007927733443717444,0.8871512723140829
BAJAJ-AUTO,9430.75,2024-07-12,9554.35,9412.0,7,9499.95,171581,2024,12,-0.003808044957113177,0.8799649154282374
BAJAJ-AUTO,9673.35,2024-07-15,9738.5,9403.95,7,9430.75,504086,2024,15,0.02572435914428861,0.9283258080913754
BAJAJ-AUTO,9718.35,2024-07-16,9909.95,9633.65,7,9715.0,1041123,2024,16,0.004651956147559977,0.9372962951888246
BAJAJ-AUTO,9626.2,2024-07-18,9745.0,9291.5,7,9745.0,1055384,2024,18,-0.009482062284235426,0.9189267310548257
BAJAJ-AUTO,9386.05,2024-07-19,9675.0,9340.0,7,9635.0,380782,2024,19,-0.024947539008123853,0.8710542315781038
BAJAJ-AUTO,9409.7,2024-07-22,9435.0,9263.2,7,9350.0,247040,2024,22,0.0025196967840572793,0.8757687209082079
BAJAJ-AUTO,9382.5,2024-07-23,9508.0,8744.6,7,9435.0,431989,2024,23,-0.002890634132862946,0.8703465598181939
BAJAJ-AUTO,9260.2,2024-07-24,9372.7,9250.0,7,9360.0,283213,2024,24,-0.013034905409006092,0.8459667693289037
BAJAJ-AUTO,9278.25,2024-07-25,9309.95,9171.0,7,9260.0,262328,2024,25,0.0019492019610807265,0.8495649313757694
BAJAJ-AUTO,9492.9,2024-07-26,9505.0,9268.45,7,9319.0,250956,2024,26,0.023134750626464973,0.8923541548306027
BAJAJ-AUTO,9557.65,2024-07-29,9621.05,9509.0,7,9549.2,302363,2024,29,0.006820887189373126,0.9052616890430438
BAJAJ-AUTO,9564.35,2024-07-30,9654.0,9512.0,7,9550.65,301885,2024,30,0.0007010091392758433,0.9065972948997751
BAJAJ-AUTO,9664.2,2024-07-31,9680.0,9580.05,7,9600.0,315292,2024,31,0.010439810337346644,0.9265018090482269
